title_yt,yt_vid,yt_url,title_yk,yk_vid,yk_url,title_bi,bi_vid,bi_url
python基础 32 Python multiprocessing 1 什么是多进程 (多进程 多核运算 教学教程tutorial),LIF4tn5KVu4,https://www.youtube.com/watch?v=LIF4tn5KVu4, python基础 32 Python multiprocessing 1 介绍 (多进程 多核运算 教学教程tutorial),XMTYwNDA2Mzg2NA,http://v.youku.com/v_show/id_XMTYwNDA2Mzg2NA==.html,1 什么是多进程,16944405&page=1,https://www.bilibili.com/video/av16944405/index_1.html
Python multiprocessing 2 创建进程 (多进程 多核运算 教学教程tutorial),ECb8WKVepGw,https://www.youtube.com/watch?v=ECb8WKVepGw, Python multiprocessing 2 创建进程 (多进程 多核运算 教学教程tutorial),XMTYwNDExNTQ3Ng,http://v.youku.com/v_show/id_XMTYwNDExNTQ3Ng==.html,2 创建进程,16944405&page=2,https://www.bilibili.com/video/av16944405/index_2.html
Python multiprocessing 3 queue 进程输出 (多进程 多核运算 教学教程tutorial),_TNIlBlV5c0,https://www.youtube.com/watch?v=_TNIlBlV5c0, Python multiprocessing 3 queue 进程输出 (多进程 多核运算 教学教程tutorial),XMTYwNDE4NTQ5Ng,http://v.youku.com/v_show/id_XMTYwNDE4NTQ5Ng==.html,3 queue 进程输出,16944405&page=3,https://www.bilibili.com/video/av16944405/index_3.html
"Python multiprocessing 4 效率对比 multithreading, multiprocessing comparison  (多进程 多核运算 教学教程tutorial)",In5ye-JXj-w,https://www.youtube.com/watch?v=In5ye-JXj-w, Python multiprocessing 4 效率对比 (多进程 多核运算 教学教程tutorial),XMTYwNDIyNzk2MA,http://v.youku.com/v_show/id_XMTYwNDIyNzk2MA==.html,"4 效率对比 multithreading, multiprocessing",16944405&page=4,https://www.bilibili.com/video/av16944405/index_4.html
Python multiprocessing 5 进程池 pool (多进程 多核运算 教学教程tutorial),w7SG9hhhwvI,https://www.youtube.com/watch?v=w7SG9hhhwvI, Python multiprocessing 5 进程池 pool (多进程 多核运算 教学教程tutorial),XMTYwNDMwMTU5Mg,http://v.youku.com/v_show/id_XMTYwNDMwMTU5Mg==.html,5 进程池 pool,16944405&page=5,https://www.bilibili.com/video/av16944405/index_5.html
Python multiprocessing 6 共享内存 shared memory (多进程 多核运算 教学教程tutorial),EFjEPeYSlYY,https://www.youtube.com/watch?v=EFjEPeYSlYY, Python multiprocessing 6 共享内存 shared memory (多进程 多核运算 教学教程tutorial),XMTYwNDc3MjgxNg,http://v.youku.com/v_show/id_XMTYwNDc3MjgxNg==.html,6 共享内存 shared memory,16944405&page=6,https://www.bilibili.com/video/av16944405/index_6.html
Python multiprocessing 7 lock 锁  (多进程 多核运算 教学教程tutorial),VJBSkVhHX3g,https://www.youtube.com/watch?v=VJBSkVhHX3g, Python multiprocessing 7 lock 锁  (多进程 多核运算 教学教程tutorial),XMTYwNTMwMTcwOA,http://v.youku.com/v_show/id_XMTYwNTMwMTcwOA==.html,7 lock 锁,16944405&page=7,https://www.bilibili.com/video/av16944405/index_7.html
